Company Name;Date;Ticker;Adj Close;Close value in reference period;Number of Records
VASCO;10.12.2013;VDSI;$9.67;$9,67;1
Sourcefire;11.12.2013;FIRE;$5.22;$5,22;1
Symantec;11.12.2013;SYMC;$12.27;$12,27;1
VASCO;11.12.2013;VDSI;$9.28;$9,28;1
Sourcefire;12.12.2013;FIRE;$5.55;$5,55;1
Symantec;12.12.2013;SYMC;$12.49;$12,49;1
VASCO;12.12.2013;VDSI;$9.30;$9,30;1
Sourcefire;15.12.2013;FIRE;$5.29;$5,29;1
Symantec;15.12.2013;SYMC;$12.33;$12,33;1
VASCO;15.12.2013;VDSI;$9.17;$9,17;1
Sourcefire;16.12.2013;FIRE;$5.95;$5,95;1
Symantec;16.12.2013;SYMC;$13.41;$13,41;1
VASCO;16.12.2013;VDSI;$9.85;$9,85;1
Sourcefire;17.12.2013;FIRE;$5.86;$5,86;1
Symantec;17.12.2013;SYMC;$13.39;$13,39;1
VASCO;17.12.2013;VDSI;$10.14;$10,14;1
Sourcefire;18.12.2013;FIRE;$5.84;$5,84;1
Symantec;18.12.2013;SYMC;$13.16;$13,16;1
VASCO;18.12.2013;VDSI;$10.15;$10,15;1
Sourcefire;19.12.2013;FIRE;$5.53;$5,53;1
Symantec;19.12.2013;SYMC;$13.45;$13,45;1
VASCO;19.12.2013;VDSI;$10.36;$10,36;1
Sourcefire;22.12.2013;FIRE;$5.45;$5,45;1
Symantec;22.12.2013;SYMC;$12.71;$12,71;1
VASCO;22.12.2013;VDSI;$9.82;$9,82;1
Sourcefire;23.12.2013;FIRE;$5.34;$5,34;1
Symantec;23.12.2013;SYMC;$12.76;$12,76;1
VASCO;23.12.2013;VDSI;$9.50;$9,50;1
Sourcefire;24.12.2013;FIRE;$5.33;$5,33;1
Symantec;24.12.2013;SYMC;$12.82;$12,82;1
VASCO;24.12.2013;VDSI;$9.73;$9,73;1
Sourcefire;26.12.2013;FIRE;$5.36;$5,36;1
Symantec;26.12.2013;SYMC;$12.88;$12,88;1
VASCO;26.12.2013;VDSI;$9.51;$9,51;1
Sourcefire;29.12.2013;FIRE;$5.09;$5,09;1
Symantec;29.12.2013;SYMC;$12.63;$12,63;1
VASCO;29.12.2013;VDSI;$9.78;$9,78;1
Sourcefire;30.12.2013;FIRE;$5.34;$5,34;1
Symantec;30.12.2013;SYMC;$12.99;$12,99;1
VASCO;30.12.2013;VDSI;$9.99;$9,99;1
Sourcefire;31.12.2013;FIRE;$5.60;$5,60;1
Symantec;31.12.2013;SYMC;$13.52;$13,52;1
VASCO;31.12.2013;VDSI;$10.33;$10,33;1
Sourcefire;02.01.2014;FIRE;$5.58;$5,58;1
Symantec;02.01.2014;SYMC;$14.80;$14,80;1
VASCO;02.01.2014;VDSI;$10.40;$10,40;1
Sourcefire;05.01.2014;FIRE;$5.58;$5,58;1
Symantec;05.01.2014;SYMC;$14.30;$14,30;1
VASCO;05.01.2014;VDSI;$10.34;$10,34;1
Sourcefire;06.01.2014;FIRE;$5.73;$5,73;1
Symantec;06.01.2014;SYMC;$14.66;$14,66;1
VASCO;06.01.2014;VDSI;$8.82;$8,82;1
Sourcefire;07.01.2014;FIRE;$5.33;$5,33;1
Symantec;07.01.2014;SYMC;$13.97;$13,97;1
VASCO;07.01.2014;VDSI;$8.36;$8,36;1
Sourcefire;08.01.2014;FIRE;$5.62;$5,62;1
Symantec;08.01.2014;SYMC;$14.10;$14,10;1
VASCO;08.01.2014;VDSI;$8.55;$8,55;1
Sourcefire;09.01.2014;FIRE;$5.55;$5,55;1
Symantec;09.01.2014;SYMC;$13.60;$13,60;1
VASCO;09.01.2014;VDSI;$8.26;$8,26;1
Sourcefire;12.01.2014;FIRE;$5.60;$5,60;1
Symantec;12.01.2014;SYMC;$13.58;$13,58;1
VASCO;12.01.2014;VDSI;$7.81;$7,81;1
Sourcefire;13.01.2014;FIRE;$5.49;$5,49;1
Symantec;13.01.2014;SYMC;$13.54;$13,54;1
VASCO;13.01.2014;VDSI;$7.79;$7,79;1
Sourcefire;14.01.2014;FIRE;$5.27;$5,27;1
Symantec;14.01.2014;SYMC;$12.74;$12,74;1
VASCO;14.01.2014;VDSI;$7.40;$7,40;1
Sourcefire;15.01.2014;FIRE;$5.33;$5,33;1
Symantec;15.01.2014;SYMC;$13.50;$13,50;1
VASCO;15.01.2014;VDSI;$7.45;$7,45;1
Sourcefire;16.01.2014;FIRE;$5.50;$5,50;1
Symantec;16.01.2014;SYMC;$13.49;$13,49;1
VASCO;16.01.2014;VDSI;$7.13;$7,13;1
Sourcefire;20.01.2014;FIRE;$5.55;$5,55;1
Symantec;20.01.2014;SYMC;$12.76;$12,76;1
VASCO;20.01.2014;VDSI;$6.67;$6,67;1
Sourcefire;21.01.2014;FIRE;$5.80;$5,80;1
Symantec;21.01.2014;SYMC;$13.72;$13,72;1
VASCO;21.01.2014;VDSI;$7.05;$7,05;1
Sourcefire;22.01.2014;FIRE;$6.09;$6,09;1
Symantec;22.01.2014;SYMC;$13.09;$13,09;1
VASCO;22.01.2014;VDSI;$6.76;$6,76;1
Sourcefire;23.01.2014;FIRE;$6.56;$6,56;1
Symantec;23.01.2014;SYMC;$13.57;$13,57;1
VASCO;23.01.2014;VDSI;$6.56;$6,56;1
Sourcefire;26.01.2014;FIRE;$6.80;$6,80;1
Symantec;26.01.2014;SYMC;$13.67;$13,67;1
VASCO;26.01.2014;VDSI;$6.80;$6,80;1
Sourcefire;27.01.2014;FIRE;$6.74;$6,74;1
Symantec;27.01.2014;SYMC;$13.99;$13,99;1
VASCO;27.01.2014;VDSI;$6.80;$6,80;1
Sourcefire;28.01.2014;FIRE;$6.90;$6,90;1
Symantec;28.01.2014;SYMC;$14.63;$14,63;1
VASCO;28.01.2014;VDSI;$6.88;$6,88;1
Sourcefire;29.01.2014;FIRE;$6.74;$6,74;1
Symantec;29.01.2014;SYMC;$15.46;$15,46;1
VASCO;29.01.2014;VDSI;$6.91;$6,91;1
Sourcefire;30.01.2014;FIRE;$6.73;$6,73;1
Symantec;30.01.2014;SYMC;$15.33;$15,33;1
VASCO;30.01.2014;VDSI;$6.78;$6,78;1
Sourcefire;02.02.2014;FIRE;$6.71;$6,71;1
Symantec;02.02.2014;SYMC;$14.69;$14,69;1
VASCO;02.02.2014;VDSI;$6.88;$6,88;1
Sourcefire;03.02.2014;FIRE;$6.72;$6,72;1
Symantec;03.02.2014;SYMC;$15.21;$15,21;1
VASCO;03.02.2014;VDSI;$6.92;$6,92;1
Sourcefire;04.02.2014;FIRE;$6.38;$6,38;1
Symantec;04.02.2014;SYMC;$15.24;$15,24;1
VASCO;04.02.2014;VDSI;$6.96;$6,96;1
Sourcefire;05.02.2014;FIRE;$6.61;$6,61;1
Symantec;05.02.2014;SYMC;$15.68;$15,68;1
VASCO;05.02.2014;VDSI;$7.45;$7,45;1
Sourcefire;06.02.2014;FIRE;$6.83;$6,83;1
Symantec;06.02.2014;SYMC;$16.06;$16,06;1
VASCO;06.02.2014;VDSI;$7.92;$7,92;1
Sourcefire;09.02.2014;FIRE;$6.82;$6,82;1
Symantec;09.02.2014;SYMC;$15.64;$15,64;1
VASCO;09.02.2014;VDSI;$7.51;$7,51;1
Sourcefire;10.02.2014;FIRE;$6.61;$6,61;1
Symantec;10.02.2014;SYMC;$14.83;$14,83;1
VASCO;10.02.2014;VDSI;$7.04;$7,04;1
Sourcefire;11.02.2014;FIRE;$6.60;$6,60;1
Symantec;11.02.2014;SYMC;$15.00;$15,00;1
VASCO;11.02.2014;VDSI;$7.13;$7,13;1
Sourcefire;12.02.2014;FIRE;$6.66;$6,66;1
Symantec;12.02.2014;SYMC;$14.99;$14,99;1
VASCO;12.02.2014;VDSI;$7.36;$7,36;1
Sourcefire;13.02.2014;FIRE;$6.71;$6,71;1
Symantec;13.02.2014;SYMC;$14.80;$14,80;1
VASCO;13.02.2014;VDSI;$7.20;$7,20;1
Sourcefire;17.02.2014;FIRE;$6.25;$6,25;1
Symantec;17.02.2014;SYMC;$14.19;$14,19;1
VASCO;17.02.2014;VDSI;$6.41;$6,41;1
Sourcefire;18.02.2014;FIRE;$6.24;$6,24;1
Symantec;18.02.2014;SYMC;$14.25;$14,25;1
VASCO;18.02.2014;VDSI;$6.29;$6,29;1
Sourcefire;19.02.2014;FIRE;$6.35;$6,35;1
Symantec;19.02.2014;SYMC;$14.00;$14,00;1
VASCO;19.02.2014;VDSI;$4.48;$4,48;1
Sourcefire;20.02.2014;FIRE;$6.28;$6,28;1
Symantec;20.02.2014;SYMC;$13.98;$13,98;1
VASCO;20.02.2014;VDSI;$5.25;$5,25;1
Sourcefire;23.02.2014;FIRE;$6.25;$6,25;1
Symantec;23.02.2014;SYMC;$13.49;$13,49;1
VASCO;23.02.2014;VDSI;$4.95;$4,95;1
Sourcefire;24.02.2014;FIRE;$6.33;$6,33;1
Symantec;24.02.2014;SYMC;$14.24;$14,24;1
VASCO;24.02.2014;VDSI;$5.08;$5,08;1
Sourcefire;25.02.2014;FIRE;$5.97;$5,97;1
Symantec;25.02.2014;SYMC;$13.92;$13,92;1
VASCO;25.02.2014;VDSI;$5.04;$5,04;1
Sourcefire;26.02.2014;FIRE;$5.78;$5,78;1
Symantec;26.02.2014;SYMC;$13.47;$13,47;1
VASCO;26.02.2014;VDSI;$4.95;$4,95;1
Sourcefire;27.02.2014;FIRE;$6.77;$6,77;1
Symantec;27.02.2014;SYMC;$13.83;$13,83;1
VASCO;27.02.2014;VDSI;$4.94;$4,94;1
Sourcefire;02.03.2014;FIRE;$6.56;$6,56;1
Symantec;02.03.2014;SYMC;$13.50;$13,50;1
VASCO;02.03.2014;VDSI;$4.52;$4,52;1
Sourcefire;03.03.2014;FIRE;$6.50;$6,50;1
Symantec;03.03.2014;SYMC;$13.06;$13,06;1
VASCO;03.03.2014;VDSI;$4.12;$4,12;1
Sourcefire;04.03.2014;FIRE;$6.59;$6,59;1
Symantec;04.03.2014;SYMC;$13.49;$13,49;1
VASCO;04.03.2014;VDSI;$4.25;$4,25;1
Sourcefire;05.03.2014;FIRE;$6.50;;1
Symantec;05.03.2014;SYMC;$13.12;;1
VASCO;05.03.2014;VDSI;$4.01;;1
Sourcefire;06.03.2014;FIRE;$6.63;;1
Symantec;06.03.2014;SYMC;$12.93;;1
VASCO;06.03.2014;VDSI;$4.09;;1
Sourcefire;09.03.2014;FIRE;$6.23;;1
Symantec;09.03.2014;SYMC;$12.62;;1
VASCO;09.03.2014;VDSI;$3.90;;1
Sourcefire;10.03.2014;FIRE;$6.71;;1
Symantec;10.03.2014;SYMC;$13.43;;1
VASCO;10.03.2014;VDSI;$4.31;;1
Sourcefire;11.03.2014;FIRE;$6.84;;1
Symantec;11.03.2014;SYMC;$13.43;;1
VASCO;11.03.2014;VDSI;$4.19;;1
Sourcefire;12.03.2014;FIRE;$7.36;;1
Symantec;12.03.2014;SYMC;$13.76;;1
VASCO;12.03.2014;VDSI;$4.49;;1
Sourcefire;13.03.2014;FIRE;$7.41;;1
Symantec;13.03.2014;SYMC;$13.77;;1
VASCO;13.03.2014;VDSI;$4.67;;1
Sourcefire;16.03.2014;FIRE;$6.94;;1
Symantec;16.03.2014;SYMC;$13.14;;1
VASCO;16.03.2014;VDSI;$4.80;;1
Sourcefire;17.03.2014;FIRE;$7.44;;1
Symantec;17.03.2014;SYMC;$13.83;;1
VASCO;17.03.2014;VDSI;$5.00;;1
Sourcefire;18.03.2014;FIRE;$7.47;;1
Symantec;18.03.2014;SYMC;$14.20;;1
VASCO;18.03.2014;VDSI;$4.95;;1
Sourcefire;19.03.2014;FIRE;$7.23;;1
Symantec;19.03.2014;SYMC;$14.18;;1
VASCO;19.03.2014;VDSI;$4.89;;1
Sourcefire;20.03.2014;FIRE;$7.18;;1
Symantec;20.03.2014;SYMC;$14.01;;1
VASCO;20.03.2014;VDSI;$4.94;;1
Sourcefire;23.03.2014;FIRE;$7.77;;1
Symantec;23.03.2014;SYMC;$14.33;;1
VASCO;23.03.2014;VDSI;$5.60;;1
Sourcefire;24.03.2014;FIRE;$7.41;;1
Symantec;24.03.2014;SYMC;$14.31;;1
VASCO;24.03.2014;VDSI;$5.51;;1
Sourcefire;25.03.2014;FIRE;$7.71;;1
Symantec;25.03.2014;SYMC;$14.82;;1
VASCO;25.03.2014;VDSI;$5.85;;1
Sourcefire;26.03.2014;FIRE;$7.94;;1
Symantec;26.03.2014;SYMC;$15.69;;1
VASCO;26.03.2014;VDSI;$6.15;;1
Sourcefire;27.03.2014;FIRE;$7.40;;1
Symantec;27.03.2014;SYMC;$14.95;;1
VASCO;27.03.2014;VDSI;$5.82;;1
Sourcefire;30.03.2014;FIRE;$7.28;;1
Symantec;30.03.2014;SYMC;$14.56;;1
VASCO;30.03.2014;VDSI;$5.75;;1
Sourcefire;31.03.2014;FIRE;$7.28;;1
Symantec;31.03.2014;SYMC;$14.94;;1
VASCO;31.03.2014;VDSI;$5.77;;1
Sourcefire;01.04.2014;FIRE;$7.52;;1
Symantec;01.04.2014;SYMC;$15.29;;1
VASCO;01.04.2014;VDSI;$5.95;;1
Sourcefire;02.04.2014;FIRE;$7.89;;1
Symantec;02.04.2014;SYMC;$16.02;;1
VASCO;02.04.2014;VDSI;$6.17;;1
Sourcefire;03.04.2014;FIRE;$7.89;;1
Symantec;03.04.2014;SYMC;$16.23;;1
VASCO;03.04.2014;VDSI;$6.35;;1
Sourcefire;06.04.2014;FIRE;$7.82;;1
Symantec;06.04.2014;SYMC;$16.08;;1
VASCO;06.04.2014;VDSI;$6.27;;1
Sourcefire;07.04.2014;FIRE;$7.80;;1
Symantec;07.04.2014;SYMC;$16.07;;1
VASCO;07.04.2014;VDSI;$6.02;;1
Sourcefire;08.04.2014;FIRE;$7.87;;1
Symantec;08.04.2014;SYMC;$16.62;;1
VASCO;08.04.2014;VDSI;$6.47;;1
Sourcefire;09.04.2014;FIRE;$8.20;;1
Symantec;09.04.2014;SYMC;$17.13;;1
VASCO;09.04.2014;VDSI;$6.92;;1
Sourcefire;13.04.2014;FIRE;$9.21;;1
Symantec;13.04.2014;SYMC;$16.36;;1
VASCO;13.04.2014;VDSI;$6.52;;1
Sourcefire;14.04.2014;FIRE;$9.20;;1
Symantec;14.04.2014;SYMC;$16.03;;1
VASCO;14.04.2014;VDSI;$6.31;;1
Sourcefire;15.04.2014;FIRE;$9.55;;1
Symantec;15.04.2014;SYMC;$16.47;;1
VASCO;15.04.2014;VDSI;$6.50;;1
Sourcefire;16.04.2014;FIRE;$9.90;;1
Symantec;16.04.2014;SYMC;$17.06;;1
VASCO;16.04.2014;VDSI;$6.96;;1
Sourcefire;17.04.2014;FIRE;$9.91;;1
Symantec;17.04.2014;SYMC;$17.27;;1
VASCO;17.04.2014;VDSI;$7.24;;1
Sourcefire;20.04.2014;FIRE;$9.97;;1
Symantec;20.04.2014;SYMC;$16.77;;1
VASCO;20.04.2014;VDSI;$6.75;;1
Sourcefire;21.04.2014;FIRE;$10.68;;1
Symantec;21.04.2014;SYMC;$17.05;;1
VASCO;21.04.2014;VDSI;$6.99;;1
Sourcefire;22.04.2014;FIRE;$10.48;;1
Symantec;22.04.2014;SYMC;$17.35;;1
VASCO;22.04.2014;VDSI;$6.61;;1
Sourcefire;23.04.2014;FIRE;$10.54;;1
Symantec;23.04.2014;SYMC;$17.12;;1
VASCO;23.04.2014;VDSI;$6.89;;1
Sourcefire;24.04.2014;FIRE;$11.08;;1
Symantec;24.04.2014;SYMC;$17.70;;1
VASCO;24.04.2014;VDSI;$6.79;;1
Sourcefire;27.04.2014;FIRE;$10.75;;1
Symantec;27.04.2014;SYMC;$16.87;;1
VASCO;27.04.2014;VDSI;$6.74;;1
Sourcefire;28.04.2014;FIRE;$11.04;;1
Symantec;28.04.2014;SYMC;$16.97;;1
VASCO;28.04.2014;VDSI;$6.89;;1
Sourcefire;29.04.2014;FIRE;$11.00;;1
Symantec;29.04.2014;SYMC;$17.30;;1
VASCO;29.04.2014;VDSI;$7.11;;1
Sourcefire;30.04.2014;FIRE;$10.83;;1
Symantec;30.04.2014;SYMC;$17.25;;1
VASCO;30.04.2014;VDSI;$6.92;;1
Sourcefire;01.05.2014;FIRE;$11.90;;1
Symantec;01.05.2014;SYMC;$17.81;;1
VASCO;01.05.2014;VDSI;$6.88;;1
Sourcefire;04.05.2014;FIRE;$12.05;;1
Symantec;04.05.2014;SYMC;$17.74;;1
VASCO;04.05.2014;VDSI;$6.89;;1
Sourcefire;05.05.2014;FIRE;$11.89;;1
Symantec;05.05.2014;SYMC;$17.64;;1
VASCO;05.05.2014;VDSI;$6.77;;1
Sourcefire;06.05.2014;FIRE;$11.80;;1
Symantec;06.05.2014;SYMC;$17.59;;1
VASCO;06.05.2014;VDSI;$6.75;;1
Sourcefire;07.05.2014;FIRE;$11.56;;1
Symantec;07.05.2014;SYMC;$14.99;;1
VASCO;07.05.2014;VDSI;$6.54;;1
Sourcefire;08.05.2014;FIRE;$11.70;;1
Symantec;08.05.2014;SYMC;$14.88;;1
VASCO;08.05.2014;VDSI;$6.72;;1
Sourcefire;11.05.2014;FIRE;$11.34;;1
Symantec;11.05.2014;SYMC;$15.32;;1
VASCO;11.05.2014;VDSI;$6.71;;1
Sourcefire;12.05.2014;FIRE;$10.95;;1
Symantec;12.05.2014;SYMC;$15.14;;1
VASCO;12.05.2014;VDSI;$6.71;;1
Sourcefire;13.05.2014;FIRE;$10.91;;1
Symantec;13.05.2014;SYMC;$14.93;;1
VASCO;13.05.2014;VDSI;$6.35;;1
Sourcefire;14.05.2014;FIRE;$10.25;;1
Symantec;14.05.2014;SYMC;$14.90;;1
VASCO;14.05.2014;VDSI;$6.60;;1
Sourcefire;15.05.2014;FIRE;$10.55;;1
Symantec;15.05.2014;SYMC;$14.82;;1
VASCO;15.05.2014;VDSI;$6.74;;1
Sourcefire;18.05.2014;FIRE;$11.34;;1
Symantec;18.05.2014;SYMC;$15.05;;1
VASCO;18.05.2014;VDSI;$7.02;;1
Sourcefire;19.05.2014;FIRE;$11.00;;1
Symantec;19.05.2014;SYMC;$15.44;;1
VASCO;19.05.2014;VDSI;$7.20;;1
Sourcefire;20.05.2014;FIRE;$11.65;;1
Symantec;20.05.2014;SYMC;$15.09;;1
VASCO;20.05.2014;VDSI;$7.31;;1
Sourcefire;21.05.2014;FIRE;$11.71;;1
Symantec;21.05.2014;SYMC;$14.87;;1
VASCO;21.05.2014;VDSI;$6.97;;1
Sourcefire;22.05.2014;FIRE;$11.68;;1
Symantec;22.05.2014;SYMC;$14.19;;1
VASCO;22.05.2014;VDSI;$7.02;;1
Sourcefire;26.05.2014;FIRE;$12.05;;1
Symantec;26.05.2014;SYMC;$14.43;;1
VASCO;26.05.2014;VDSI;$7.44;;1
Sourcefire;27.05.2014;FIRE;$11.92;;1
Symantec;27.05.2014;SYMC;$14.80;;1
VASCO;27.05.2014;VDSI;$7.32;;1
Sourcefire;28.05.2014;FIRE;$11.69;;1
Symantec;28.05.2014;SYMC;$15.19;;1
VASCO;28.05.2014;VDSI;$7.45;;1
Sourcefire;29.05.2014;FIRE;$12.17;;1
Symantec;29.05.2014;SYMC;$15.63;;1
VASCO;29.05.2014;VDSI;$7.41;;1
Sourcefire;01.06.2014;FIRE;$12.95;;1
Symantec;01.06.2014;SYMC;$15.68;;1
VASCO;01.06.2014;VDSI;$7.90;;1
Sourcefire;02.06.2014;FIRE;$12.66;;1
Symantec;02.06.2014;SYMC;$16.01;;1
VASCO;02.06.2014;VDSI;$8.34;;1
Sourcefire;03.06.2014;FIRE;$12.38;;1
Symantec;03.06.2014;SYMC;$15.77;;1
VASCO;03.06.2014;VDSI;$8.20;;1
Sourcefire;04.06.2014;FIRE;$12.14;;1
Symantec;04.06.2014;SYMC;$15.97;;1
VASCO;04.06.2014;VDSI;$8.21;;1
Sourcefire;05.06.2014;FIRE;$12.51;;1
Symantec;05.06.2014;SYMC;$16.05;;1
VASCO;05.06.2014;VDSI;$8.11;;1
Sourcefire;08.06.2014;FIRE;$12.60;;1
Symantec;08.06.2014;SYMC;$16.15;;1
VASCO;08.06.2014;VDSI;$7.93;;1
Sourcefire;09.06.2014;FIRE;$12.77;;1
Symantec;09.06.2014;SYMC;$16.53;;1
VASCO;09.06.2014;VDSI;$7.89;;1
Sourcefire;10.06.2014;FIRE;$12.80;;1
Symantec;10.06.2014;SYMC;$16.45;;1
VASCO;10.06.2014;VDSI;$7.74;;1
Sourcefire;11.06.2014;FIRE;$12.74;;1
Symantec;11.06.2014;SYMC;$15.88;;1
VASCO;11.06.2014;VDSI;$7.67;;1
Sourcefire;12.06.2014;FIRE;$12.45;;1
Symantec;12.06.2014;SYMC;$16.49;;1
VASCO;12.06.2014;VDSI;$7.85;;1
Sourcefire;15.06.2014;FIRE;$12.09;;1
Symantec;15.06.2014;SYMC;$16.12;;1
VASCO;15.06.2014;VDSI;$7.49;;1
Sourcefire;16.06.2014;FIRE;$12.05;;1
Symantec;16.06.2014;SYMC;$15.73;;1
VASCO;16.06.2014;VDSI;$7.19;;1
Sourcefire;17.06.2014;FIRE;$12.14;;1
Symantec;17.06.2014;SYMC;$15.94;;1
VASCO;17.06.2014;VDSI;$7.37;;1
Sourcefire;18.06.2014;FIRE;$12.04;;1
Symantec;18.06.2014;SYMC;$15.69;;1
VASCO;18.06.2014;VDSI;$7.33;;1
Sourcefire;19.06.2014;FIRE;$13.00;;1
Symantec;19.06.2014;SYMC;$15.88;;1
VASCO;19.06.2014;VDSI;$7.40;;1
Sourcefire;22.06.2014;FIRE;$12.48;;1
Symantec;22.06.2014;SYMC;$15.07;;1
VASCO;22.06.2014;VDSI;$6.82;;1
Sourcefire;23.06.2014;FIRE;$12.14;;1
Symantec;23.06.2014;SYMC;$15.13;;1
VASCO;23.06.2014;VDSI;$6.96;;1
Sourcefire;24.06.2014;FIRE;$12.15;;1
Symantec;24.06.2014;SYMC;$15.47;;1
VASCO;24.06.2014;VDSI;$6.93;;1
Sourcefire;25.06.2014;FIRE;$12.75;;1
Symantec;25.06.2014;SYMC;$15.84;;1
VASCO;25.06.2014;VDSI;$7.05;;1
Sourcefire;26.06.2014;FIRE;$13.50;;1
Symantec;26.06.2014;SYMC;$15.91;;1
VASCO;26.06.2014;VDSI;$7.32;;1
Sourcefire;29.06.2014;FIRE;$12.74;;1
Symantec;29.06.2014;SYMC;$15.67;;1
VASCO;29.06.2014;VDSI;$7.34;;1
Sourcefire;30.06.2014;FIRE;$12.39;;1
Symantec;30.06.2014;SYMC;$15.58;;1
VASCO;30.06.2014;VDSI;$7.31;;1
Sourcefire;01.07.2014;FIRE;$12.86;;1
Symantec;01.07.2014;SYMC;$15.63;;1
VASCO;01.07.2014;VDSI;$7.47;;1
Sourcefire;02.07.2014;FIRE;$12.74;;1
Symantec;02.07.2014;SYMC;$15.70;;1
VASCO;02.07.2014;VDSI;$7.25;;1
Sourcefire;06.07.2014;FIRE;$12.17;;1
Symantec;06.07.2014;SYMC;$15.53;;1
VASCO;06.07.2014;VDSI;$7.35;;1
Sourcefire;07.07.2014;FIRE;$11.83;;1
Symantec;07.07.2014;SYMC;$15.43;;1
VASCO;07.07.2014;VDSI;$7.17;;1
Sourcefire;08.07.2014;FIRE;$11.81;;1
Symantec;08.07.2014;SYMC;$15.20;;1
VASCO;08.07.2014;VDSI;$7.05;;1
Sourcefire;09.07.2014;FIRE;$12.15;;1
Symantec;09.07.2014;SYMC;$15.34;;1
VASCO;09.07.2014;VDSI;$7.06;;1
Sourcefire;10.07.2014;FIRE;$12.52;;1
Symantec;10.07.2014;SYMC;$15.59;;1
VASCO;10.07.2014;VDSI;$7.29;;1
Sourcefire;13.07.2014;FIRE;$12.68;;1
Symantec;13.07.2014;SYMC;$15.56;;1
VASCO;13.07.2014;VDSI;$7.62;;1
Sourcefire;14.07.2014;FIRE;$12.58;;1
Symantec;14.07.2014;SYMC;$15.90;;1
VASCO;14.07.2014;VDSI;$7.50;;1
Sourcefire;15.07.2014;FIRE;$13.11;;1
Symantec;15.07.2014;SYMC;$16.62;;1
VASCO;15.07.2014;VDSI;$7.74;;1
Sourcefire;16.07.2014;FIRE;$13.38;;1
Symantec;16.07.2014;SYMC;$16.39;;1
VASCO;16.07.2014;VDSI;$8.15;;1
Sourcefire;17.07.2014;FIRE;$13.13;;1
Symantec;17.07.2014;SYMC;$16.41;;1
VASCO;17.07.2014;VDSI;$7.84;;1
Sourcefire;20.07.2014;FIRE;$13.24;;1
Symantec;20.07.2014;SYMC;$16.68;;1
VASCO;20.07.2014;VDSI;$8.08;;1
Sourcefire;21.07.2014;FIRE;$13.31;;1
Symantec;21.07.2014;SYMC;$16.71;;1
VASCO;21.07.2014;VDSI;$8.32;;1
Sourcefire;22.07.2014;FIRE;$13.36;;1
Symantec;22.07.2014;SYMC;$16.86;;1
VASCO;22.07.2014;VDSI;$8.35;;1
Sourcefire;23.07.2014;FIRE;$13.81;;1
Symantec;23.07.2014;SYMC;$17.46;;1
VASCO;23.07.2014;VDSI;$7.71;;1
Sourcefire;24.07.2014;FIRE;$13.86;;1
Symantec;24.07.2014;SYMC;$17.37;;1
VASCO;24.07.2014;VDSI;$7.55;;1
Sourcefire;27.07.2014;FIRE;$13.52;;1
Symantec;27.07.2014;SYMC;$17.24;;1
VASCO;27.07.2014;VDSI;$7.48;;1
Sourcefire;28.07.2014;FIRE;$13.59;;1
Symantec;28.07.2014;SYMC;$17.20;;1
VASCO;28.07.2014;VDSI;$7.47;;1
Sourcefire;29.07.2014;FIRE;$13.93;;1
Symantec;29.07.2014;SYMC;$17.24;;1
VASCO;29.07.2014;VDSI;$7.46;;1
Sourcefire;30.07.2014;FIRE;$16.57;;1
Symantec;30.07.2014;SYMC;$14.78;;1
VASCO;30.07.2014;VDSI;$7.47;;1
Sourcefire;31.07.2014;FIRE;$17.64;;1
Symantec;31.07.2014;SYMC;$14.93;;1
VASCO;31.07.2014;VDSI;$7.50;;1
Sourcefire;03.08.2014;FIRE;$17.16;;1
Symantec;03.08.2014;SYMC;$15.25;;1
VASCO;03.08.2014;VDSI;$7.49;;1
Sourcefire;04.08.2014;FIRE;$18.25;;1
Symantec;04.08.2014;SYMC;$15.57;;1
VASCO;04.08.2014;VDSI;$7.48;;1
Sourcefire;05.08.2014;FIRE;$18.25;;1
Symantec;05.08.2014;SYMC;$15.17;;1
VASCO;05.08.2014;VDSI;$7.48;;1
Sourcefire;06.08.2014;FIRE;$18.26;;1
Symantec;06.08.2014;SYMC;$15.27;;1
VASCO;06.08.2014;VDSI;$7.54;;1
Sourcefire;07.08.2014;FIRE;$18.94;;1
Symantec;07.08.2014;SYMC;$15.51;;1
VASCO;07.08.2014;VDSI;$7.81;;1
Sourcefire;10.08.2014;FIRE;$18.63;;1
Symantec;10.08.2014;SYMC;$15.37;;1
VASCO;10.08.2014;VDSI;$7.93;;1
Sourcefire;11.08.2014;FIRE;$19.35;;1
Symantec;11.08.2014;SYMC;$15.02;;1
VASCO;11.08.2014;VDSI;$7.78;;1
Sourcefire;12.08.2014;FIRE;$19.77;;1
Symantec;12.08.2014;SYMC;$15.33;;1
VASCO;12.08.2014;VDSI;$8.07;;1
Sourcefire;13.08.2014;FIRE;$19.99;;1
Symantec;13.08.2014;SYMC;$15.55;;1
VASCO;13.08.2014;VDSI;$8.17;;1
Sourcefire;14.08.2014;FIRE;$20.07;;1
Symantec;14.08.2014;SYMC;$15.25;;1
VASCO;14.08.2014;VDSI;$7.91;;1
Sourcefire;17.08.2014;FIRE;$18.81;;1
Symantec;17.08.2014;SYMC;$14.78;;1
VASCO;17.08.2014;VDSI;$7.66;;1
Sourcefire;18.08.2014;FIRE;$18.98;;1
Symantec;18.08.2014;SYMC;$15.09;;1
VASCO;18.08.2014;VDSI;$7.94;;1
